ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065566534,2019-09-28,Reinaldo G Castellanos,Male,Middletown,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,60,1200,1020,180
88065566535,2019-09-28,Astrid R Marinelli,Female,Mount,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,89,1068,801,267
88065566536,2019-09-29,Kendrick C Burchette,Male,New York,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,77,1232,1001,231
88065566537,2019-09-30,Julio P Bryce,Male,Hempstead,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,68,1360,1156,204
88065566538,2019-08-01,Lyla Q Donald,Female,Brookhaven,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,15,180,135,45
88065566539,2019-08-02,Ed X Shockley,Male,Glen Cove,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,10,7,100,1000,700,300
88065566540,2019-08-03,Christene F Blakemore,Female,Glens Falls,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,3000,45000,36000,9000
88065566541,2019-08-04,Joanna H Deforest,Female,Hornell ,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,5000,75000,60000,15000
88065566542,2019-08-05,Tad V Laster,Male,Hudson,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,300,6000,5100,900
88065566543,2019-08-09,Mirtha X Herzig,Female,Johnstown,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,12,9,2000,24000,18000,6000
88065566544,2019-08-08,Taylor O Thill,Male,Kingston,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,13,10,600,7800,6000,1800
88065566545,2019-08-08,Nathan V Avendano,Male,Port Jervis,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,1230,18450,14760,3690
88065566546,2019-08-09,Jamison U Crutchfield,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,900,12600,9900,2700
88065566547,2019-08-10,Dottie D Hagaman,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,2390,71700,64530,7170
88065566548,2019-08-11,Lynwood Q Durfee,Male,Johnstown,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,10000,160000,130000,30000
88065566549,2019-08-12,Dong B Sturdevant,Male,Kingston,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,2300,20700,13800,6900
88065566550,2019-08-13,Mandy W Lavalley,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,5,2,7800,39000,15600,23400
88065566551,2019-08-14,Kris L Bice,Male,Lockport,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,450,8100,6750,1350
88065566552,2019-08-15,Windy A Dudek,Female,Long Beach,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,2000,20000,14000,6000
88065566553,2019-08-19,Reinaldo G Castellanos,Male,Middletown,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,20,17,123,2460,2091,369
88065566554,2019-08-18,Astrid R Marinelli,Female,Mount,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,70,67,12903,903210,864501,38709
88065566555,2019-08-18,Kendrick C Burchette,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,100000,1500000,1200000,300000
88065566556,2019-08-19,Kirstie W Macey,Female,Olean,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,12,9,12000,144000,108000,36000
88065566557,2019-08-20,Heriberto Y Starkey,Male,Peekskill,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,60,1080,900,180
88065566558,2019-08-21,Sherryl B Raker,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,89,2047,1780,267
88065566559,2019-08-22,Dion K Taylor,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,77,693,462,231
88065566560,2019-08-23,Kenton Q Villalta,Male,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,68,1224,1020,204
88065566561,2019-08-24,Johnie V Centers,Male,Lockport,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,15,780,735,45
88065566562,2019-08-25,Vasiliki E Thoman,Female,Long Beach,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,9,6,47,423,282,141
88065566563,2019-08-29,Desirae D Ginn,Female,Middletown,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,5,2,6,30,12,18
88065566564,2019-08-28,Elroy N Kimbler,Male,Watervliet,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,10,140,110,30
88065566565,2019-08-28,Nathan V Avendano,Male,Port Jervis,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,11,66,33,33
88065566566,2019-08-29,Jamison U Crutchfield,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,60,600,420,180
88065566567,2019-08-30,Dottie D Hagaman,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,89,1157,890,267
88065566568,2019-08-31,Lynwood Q Durfee,Male,Johnstown,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,77,1540,1309,231
88065566569,2019-08-01,Dong B Sturdevant,Male,Kingston,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,15,12,68,1020,816,204
88065566570,2019-08-02,Mandy W Lavalley,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,15,300,255,45
88065566571,2019-08-03,Kris L Bice,Male,Lockport,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,100,1200,900,300
88065566572,2019-08-04,Windy A Dudek,Female,Long Beach,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,3000,48000,39000,9000
88065566573,2019-08-05,Reinaldo G Castellanos,Male,Middletown,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,70,67,5000,350000,335000,15000
88065566574,2019-08-09,Astrid R Marinelli,Female,Mount,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,300,4500,3600,900
88065566575,2019-08-08,Kendrick C Burchette,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,2000,32000,26000,6000
88065566576,2019-08-08,Crystal U Comes,Female,Beacon,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,600,12000,10200,1800
88065566577,2019-08-09,Iliana M Fogle,Female,Choes,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,1230,14760,11070,3690
88065566578,2019-08-10,Ben U Gigliotti,Male,Fulton,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,900,10800,8100,2700
88065566579,2019-08-11,Theresa R Fitzmaurice,Female,Geneva,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,18,15,2390,43020,35850,7170
88065566580,2019-08-12,Almeda M Dunford,Female,Elmira,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,10000,100000,70000,30000
88065566581,2019-08-13,Melida R Corle,Female,Glen Cove,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,2300,34500,27600,6900
88065566582,2019-08-14,Armando H Seaborn,Male,Glens Falls,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,15,12,7800,117000,93600,23400
88065566583,2019-08-15,Efrain L Wass,Male,Hornell ,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,23,20,450,10350,9000,1350
88065566584,2019-08-19,Edra M Guthrie,Female,Hudson,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,2000,18000,12000,6000
88065566585,2019-08-18,Harland S Renshaw,Male,Johnstown,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,123,2214,1845,369
88065566586,2019-08-18,Leroy H Styron,Male,Kingston,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,12903,180642,141933,38709
88065566587,2019-08-19,Maryln H Springfield,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,100000,3000000,2700000,300000
88065566588,2019-08-20,Elenora S Whitehill,Female,Lockport,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,12000,192000,156000,36000
88065566589,2019-08-21,Izola E Ye,Female,Long Beach,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Alcoholic,52,49,60,3120,2940,180
88065566590,2019-08-22,Dorethea U Engram,Female,Middletown,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,89,1246,979,267
88065566591,2019-08-23,Anibal F Pieper,Male,Mount,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,77,462,231,231
88065566592,2019-08-24,Ula W Hartl,Female,New York,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,13,10,68,884,680,204
88065566593,2019-08-25,Latanya C Law,Female,Newburgh,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Alcoholic,15,12,15,225,180,45
88065566594,2019-08-29,Brent U Perlman,Male,Olean,Antone E Angel,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,47,940,799,141
88065566595,2019-08-28,Eveline B Strecker,Female,Peekskill,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,6,72,54,18
88065566596,2019-08-28,Keila A Lucas,Female,Port Jervis,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,10,160,130,30
88065566597,2019-08-29,Aliza X Sammons,Female,Poughkeepsie,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,11,220,187,33
88065566598,2019-08-30,Bennie E Manfredi,Male,Rye ,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,60,720,540,180
88065566599,2019-08-31,Lucinda Z Borton,Female,Rome,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,10,7,89,890,623,267
88065566600,2019-09-01,Keila F Lofland,Female,Rochester,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,77,1155,924,231
88065566601,2019-09-02,Royce K Goodwyn,Female,Salamanca,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,68,1020,816,204
88065566602,2019-09-03,Rickey I Delk,Male,Springs,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,15,300,255,45
88065566603,2019-09-04,Delsie R Tennison,Female,Sherrill,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Alcoholic,12,9,100,1200,900,300
88065566604,2019-09-05,Jayme B Shimer,Female,Syracuse,Twanna Y Manges,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,13,10,3000,39000,30000,9000
88065566605,2019-09-09,Gilbert M Wolfgram,Male,Troy,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,5000,75000,60000,15000
88065566606,2019-09-08,Isabella X Russell,Female,Watertown,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,300,4200,3300,900
88065566607,2019-09-08,Rueben X Pidgeon,Male,Watervliet,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,2000,60000,54000,6000
88065566608,2019-09-09,Raymond U Flavin,Male,Yakers,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,600,9600,7800,1800
88065566609,2019-09-10,Larry K Mash,Male,New York,Merle N Burrus,Fenard Store,Ben Frech,Boost,Alcoholic,9,6,1230,11070,7380,3690
88065566610,2019-09-11,Nicolle A Crothers,Female,Hempstead,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,5,2,900,4500,1800,2700
88065566611,2019-09-12,Gustavo F Rouse,Male,Brookhaven,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,2390,43020,35850,7170
88065566612,2019-09-13,Victoria H Musson,Female,Islip,Antone E Angel,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,10000,100000,70000,30000
